,�..Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
5082,BEBE,Bermuda,32.3058,-64.7585,3,0.08,1989,#N/A
5083,NYQU,L.I.: Queens,40.6932,-73.7448,3,0.0259,1989,#N/A
5084,LABC,Bossier-Caddo-Bienville,32.2932,-93.5026,3,0.0418,1989,#N/A
5085,NYDC,Dutchess County,41.687,-73.7933,3,0.0411,1989,#N/A
5086,KSQU,Quivira N.W.R.,38.15,-98.4833,3,0.1176,1989,#N/A
5087,AKKO,Kodiak,57.75,-152.4833,3,0.0667,1989,#N/A
5088,NESC,Scottsbluff,41.8674,-103.6408,3,0.184,1989,#N/A
5089,NJMA,Marmora,39.2647,-74.6472,3,0.0426,1989,#N/A
5090,OK0E,Sequoyah N.W.R.,35.4333,-95.0167,3,0.0779,1989,#N/A
5091,OKTI,Tishomingo N.W.R.,34.1833,-96.65,3,0.1429,1989,#N/A
5092,BCCH,Chilliwack,49.1113,-121.9436,3,0.0405,1989,#N/A
5093,NCWC,Wayne County,35.3239,-77.9845,3,0.0517,1989,#N/A
5094,CAUK,Ukiah,39.1386,-123.166,3,0.0517,1989,#N/A
5095,MAGB,Greater Boston,42.3973,-71.0955,3,0.018,1989,#N/A
5096,NLSJ,St. Johns,47.5833,-52.7239,2,0.0256,1989,#N/A
5097,SCCA,Charleston,32.9333,-79.7,2,0.0233,1989,#N/A
5098,KSOP,Oskaloosa-Perry Lake,39.2014,-95.4032,2,0.058,1989,#N/A
5099,ILWA,Waukegan,42.3493,-87.8742,2,0.019,1989,#N/A
5100,NJNG,Northwestern Gloucester County,39.7727,-75.2442,2,0.0274,1989,#N/A
5101,ARWR,White River N.W.R.,34.3146,-91.121,2,0.1064,1989,#N/A
5102,PACB,Central Bucks County,40.3102,-75.1017,2,0.0192,1989,#N/A
5103,ALGU,Guntersville,34.3883,-86.2803,2,0.05,1989,#N/A
5104,ILCU,Chicago (urban),41.9099,-87.7263,2,0.0408,1989,#N/A
5105,CASI,Santa Catalina Island,33.3667,-118.4167,2,0.0396,1989,#N/A
5106,ILBA,Barrington,42.0668,-88.1333,2,0.0212,1989,#N/A
5107,NC1A,Kitty Hawk,36.0167,-75.7167,2,0.0227,1989,#N/A
5108,WVPA,Pipestem Area,37.58,-80.9196,2,0.0519,1989,#N/A
5109,KYDA,Danville,37.6463,-84.7733,2,0.0325,1989,#N/A
5110,TXLK,Lake Tawakoni,32.7667,-95.9167,2,0.0408,1989,#N/A
5111,MDST,St. Michaels,38.7506,-76.2531,2,0.0109,1989,#N/A
5112,ILFB,Fermilab-Batavia,41.8605,-88.2628,2,0.0185,1989,#N/A
5113,MACC,Cape Cod,41.7207,-69.9968,2,0.0245,1989,#N/A
5114,NMLC,Las Cruces,32.3,-106.7167,2,0.0272,1989,#N/A
5115,ONWS,Woodstock,43.1725,-80.7124,2,0.0386,1989,#N/A
5116,OKSV,Spavinaw,36.4,-94.9501,2,0.0526,1989,#N/A
5117,NJSA,Salem,39.614,-75.4142,2,0.0225,1989,#N/A
5118,ILEN,Evanston (north shore),42.1379,-87.7882,2,0.0123,1989,#N/A
5119,CACL,Clear Lake,38.9392,-122.7199,2,0.0253,1989,#N/A
5120,PALT,Lewistown,40.5472,-77.3671,2,0.0513,1989,#N/A
5121,WAYV,Yakima Valley,46.5919,-120.4555,2,0.0282,1989,#N/A
5122,PALA,Lancaster,39.9921,-76.3614,2,0.0247,1989,#N/A
5123,WIFR,Fremont,44.2208,-88.9269,2,0.1176,1989,#N/A
5124,LAST,St. Tammany Parish,30.4211,-90.0886,2,0.0261,1989,#N/A
5125,NJPI,Pinelands,39.7701,-74.7391,2,0.0161,1989,#N/A
5126,MONC,North Center Cass County,38.7333,-94.3333,2,0.0404,1989,#N/A
5127,ILBH,"Bird Haven Sanctuary, Olney",38.7529,-88.076,2,0.0408,1989,#N/A
5128,NEBV,Beaver Valley,41.8333,-98.1667,2,0.125,1989,#N/A
5129,VARO,Roanoke,37.3034,-79.9446,2,0.0273,1989,#N/A
5130,VALY,Lynchburg,37.3986,-79.1942,2,0.0244,1989,#N/A
5131,CTGS,Greenwich-Stamford,41.0826,-73.6138,2,0.0058,1989,#N/A
5132,VACI,Chincoteague N.W.R.,37.9672,-75.3669,2,0.0192,1989,#N/A
5133,FLCB,Choctawhatchee Bay,30.4462,-86.5182,2,0.0163,1989,#N/A
5134,FLSP,St. Petersburg,27.7991,-82.6794,2,0.0204,1989,#N/A
5135,ILWM,Western Mercer County,41.1702,-90.9198,2,0.0563,1989,#N/A
5136,GABL,Bainbridge-Lake Seminole,30.885,-84.6315,2,0.0667,1989,#N/A
5137,NJRE,Raritan Estuary,40.5167,-74.35,2,0.0165,1989,#N/A
5138,NJOC,Oceanville,39.4422,-74.4605,2,0.0312,1989,#N/A
5139,NJCC,Cumberland County,39.3325,-75.2004,2,0.0159,1989,#N/A
5140,IDIF,Idaho Falls,43.5172,-112.0596,2,0.0417,1989,#N/A
5141,KSWI,Wichita,37.6912,-97.3496,2,0.0625,1989,#N/A
5142,VACN,Calmes Neck,39.1242,-77.8913,2,0.0154,1989,#N/A
5143,TXNA,Nacogdoches,31.5332,-94.6563,2,0.0177,1989,#N/A
5144,TXBR,Brazoria-Columbia Bottomlands,29.1521,-95.5657,2,0.0235,1989,#N/A
5145,ILCI,Chillicothe,40.8966,-89.4966,2,0.0345,1989,#N/A
5146,MTBL,Billings,45.8167,-108.4333,2,0.0308,1989,#N/A
5147,TXBU,Bell County,30.9667,-97.45,1,0.025,1989,#N/A
5148,MSHA,Hattiesburg,31.3073,-89.3166,1,0.0185,1989,#N/A
5149,MNSP,St. Paul (north),45.0062,-93.1262,1,0.0079,1989,#N/A
5150,MIMI,Midland,43.5667,-84.25,1,0.0241,1989,#N/A
5151,ONTO,Toronto,43.7086,-79.4104,1,0.0062,1989,#N/A
5152,MSVI,Vicksburg,32.3108,-90.9068,1,0.0221,1989,#N/A
5153,VAMB,Manassas-Bull Run,38.8387,-77.4315,1,0.0061,1989,#N/A
5154,ONPI,Pickering,43.9021,-79.0972,1,0.0078,1989,#N/A
5155,VASL,Shenandoah N.P.-Luray,38.5948,-78.4572,1,0.0079,1989,#N/A
5156,UTZI,Zion N.P.,37.2093,-112.9804,1,0.0143,1989,#N/A
5157,WIAP,Appleton,44.2618,-88.4158,1,0.0167,1989,#N/A
5158,WICR,Caroline,44.7231,-88.9307,1,0.0714,1989,#N/A
5159,WISW,Shawano,44.7429,-88.5465,1,0.0278,1989,#N/A
5160,ORBE,Bend,44.0642,-121.3109,1,0.0175,1989,#N/A
5161,AKNC,Narrow Cape-Kalsin Bay,57.5226,-152.3081,1,0.036,1989,#N/A
5162,ILUC,Union County,37.4676,-89.4048,1,0.0149,1989,#N/A
5163,IASH,Shenandoah,40.7211,-95.4809,1,0.0247,1989,#N/A
5164,ILRL,Rend Lake,38.1324,-88.9677,1,0.0241,1989,#N/A
5165,OHDA,Dayton,39.82,-84.1794,1,0.013,1989,#N/A
5166,AKVA,Valdez,61.0926,-146.2065,1,0.0699,1989,#N/A
5167,KSKI,Byron Walker Wildlife Area,37.6333,-98.2667,1,0.0833,1989,#N/A
5168,MSJC,Jackson County,30.4366,-88.7119,1,0.0145,1989,#N/A
5169,PAUB,Upper Bucks County,40.4036,-75.365,1,0.0053,1989,#N/A
5170,TNNL,Nickajack Lake,35.0664,-85.5113,1,0.0135,1989,#N/A
5171,NBGM,Grand Manan Island,44.6833,-66.8,1,0.0345,1989,#N/A
5172,UTLO,Logan,41.7993,-111.8333,1,0.0072,1989,#N/A
5173,OH2C,Fremont,41.3667,-83.1167,1,0.0172,1989,#N/A
5174,KYLE,Lexington,37.9227,-84.4719,1,0.0156,1989,#N/A
5175,FL0V,South Brevard County,27.8667,-80.5667,1,0.0119,1989,#N/A
5176,ONSC,St. Catharines,43.1152,-79.3675,1,0.0091,1989,#N/A
5177,OHBL,Buckeye Lake,39.9333,-82.4833,1,0.0201,1989,#N/A
5178,ONSS,Sault Ste. Marie,46.5084,-84.3607,1,0.0153,1989,#N/A
5179,AKAN,Anchorage,61.1447,-149.864,1,0.0078,1989,#N/A
5180,FLBC,Bay County,30.1851,-85.6719,1,0.0109,1989,#N/A
5181,LANO,New Orleans,30.0236,-89.9167,1,0.013,1989,#N/A
5182,VAMA,Mathews,37.4399,-76.3143,1,0.0102,1989,#N/A
5183,OHGR,Grand Rapids-Waterville,41.506,-83.807,1,0.02,1989,#N/A
5184,CTWR,Woodbury-Roxbury,41.5352,-73.2791,1,0.0081,1989,#N/A
5185,AZPA,Patagonia,31.4833,-110.6833,1,0.0099,1989,#N/A
5186,CAWC,Willow Creek,40.95,-123.6667,1,0.0238,1989,#N/A
5187,NYMK,L.I.: Montauk,41.05,-72,1,0.0062,1989,#N/A
5188,FLWV,West Volusia County,29.0543,-81.3039,1,0.0166,1989,#N/A
5189,HILI,Kaua'i: Lihu'e,21.9667,-159.4333,1,0.037,1989,#N/A
5190,CNSA,"Saipan, C.N.M.I.",15.1991,145.7506,1,0.0526,1989,#N/A
5191,OHBU,Burton,41.4744,-81.2034,1,0.0164,1989,#N/A
5192,INEC,Eagle Creek Valley,39.9269,-86.3383,1,0.025,1989,#N/A
5193,TXVI,Victoria,28.8723,-97.0784,1,0.0142,1989,#N/A
5194,NJLA,Lakehurst,40.0159,-74.1451,1,0.0135,1989,#N/A
5195,NMES,Espanola,35.9905,-106.073,1,0.0204,1989,#N/A
5196,KSOL,Olathe,38.9127,-94.8521,1,0.0323,1989,#N/A
5197,TXTR,Trinidad,32.15,-96.1,1,0.1176,1989,#N/A
5198,MAMI,Millis,42.1675,-71.3572,1,0.0057,1989,#N/A
5199,SCGR,Greenville,34.7833,-82.3167,1,0.0156,1989,#N/A
5200,CASE,South Lake Tahoe,38.9412,-120.001,1,0.0282,1989,#N/A
5201,ONWL,Wallaceburg,42.6337,-82.3833,1,0.0196,1989,#N/A
5202,NHLD,Lee-Durham,43.1667,-70.9833,1,0.0129,1989,#N/A
5203,NCWS,Winston-Salem,36.084,-80.3067,1,0.0125,1989,#N/A
5204,MOSL,Swan Lake N.W.R.,39.6742,-93.2241,1,0.029,1989,#N/A
5205,ONST,St. Thomas,42.7337,-81.1229,1,0.0123,1989,#N/A
5206,INOR,Ohio River,39.1021,-84.9016,1,0.0435,1989,#N/A
5207,BCPI,Pender Islands,48.814,-123.1973,1,0.0185,1989,#N/A
5208,TNRL,Reelfoot Lake,36.4167,-89.3833,1,0.0294,1989,#N/A
5209,WYCA,Casper,42.7834,-106.4333,1,0.0227,1989,#N/A
5210,ILCT,Clinton Lake,40.1668,-88.7999,1,0.0185,1989,#N/A
5211,MICO,Coloma,42.2148,-86.3013,1,0.0154,1989,#N/A
5212,NJGS,Great Swamp-Watchung Ridges,40.6983,-74.4017,1,0.0091,1989,#N/A
5213,OKTU,Tulsa,36.3221,-95.9022,1,0.0078,1989,#N/A
5214,MAWO,Worcester,42.3238,-71.7937,1,0.014,1989,#N/A
5215,MDAG,Annapolis-Gibson Island,39.0033,-76.5065,1,0.0042,1989,#N/A
5216,TNHP,Hickory-Priest,36.1926,-86.6634,1,0.0189,1989,#N/A
5217,ONLP,Long Point,42.6211,-80.3908,1,0.007,1989,#N/A
5218,IDRU,Rupert,42.6167,-113.65,1,0.05,1989,#N/A
5219,IAIC,Iowa City,41.7522,-91.6076,1,0.0156,1989,#N/A
5220,PADA,Dallas Area,41.3167,-75.9833,1,0.0455,1989,#N/A
5221,CTOL,Old Lyme-Saybrook,41.2924,-72.427,1,0.0133,1989,#N/A
5222,MATI,Tuckernuck Islands,41.2726,-70.3495,1,0.069,1989,#N/A
5223,CTNL,New London,41.3236,-72.1007,1,0.0116,1989,#N/A
5224,ALDI,Dauphin Island,30.3385,-88.1284,1,0.0323,1989,#N/A
5225,KSEM,Emporia,38.4456,-96.0835,1,0.0187,1989,#N/A
5226,NSHW,Halifax (west),44.5667,-63.6333,1,0.0097,1989,#N/A
5227,MI1H,Bay City,43.5333,-83.9833,1,0.0122,1989,#N/A
5228,MIAG,Allegan State Game Area,42.5498,-86.0054,1,0.0206,1989,#N/A
5229,IAKE,Keokuk,40.4726,-91.4581,1,0.025,1989,#N/A
5230,MDOA,Oakland,39.4936,-79.3658,1,0.0316,1989,#N/A
5231,NYOD,Oneida,43.0957,-75.6522,1,0.02,1989,#N/A
5232,ONPH,Peel-Halton Counties,43.4878,-79.6875,1,0.012,1989,#N/A
5233,MIBT,Battle Creek,42.3767,-85.2795,1,0.0169,1989,#N/A
5234,MIBS,Berrien Springs,42.0167,-86.4167,1,0.0127,1989,#N/A
5235,MSSI,Sidon,33.3624,-90.2479,1,0.0667,1989,#N/A
5236,PAGL,Delaware County (Glenolden),39.8992,-75.3729,1,0.0066,1989,#N/A
5237,SDRC,Rapid City,44.0769,-103.2472,1,0.0101,1989,#N/A
5238,ARML,Magnolia-Lake Columbia,33.2684,-93.2832,1,0.0154,1989,#N/A
5239,TNCO,Columbia,35.599,-87.1613,1,0.0377,1989,#N/A
5240,PANB,New Bloomfield,40.4002,-77.15,1,0.0182,1989,#N/A
5241,WVCT,Charles Town,39.3319,-77.8512,1,0.0222,1989,#N/A
5242,MIDO,Dowagiac,41.9667,-86.0833,1,0.024,1989,#N/A
5243,IASC,Sioux City,42.4914,-96.4072,1,0.0227,1989,#N/A
5244,PABC,Buffalo Creek Valley,40.7345,-79.6782,1,0.0333,1989,#N/A
5245,ABED,Edmonton,53.4905,-113.5555,1,0.002,1989,#N/A
5246,MTGF,Great Falls,47.4694,-111.3364,1,0.0183,1989,#N/A
5247,DEBH,Bombay Hook N.W.R.,39.2152,-75.4822,1,0.0167,1989,#N/A
5248,PAHR,Harrisburg,40.234,-76.9349,1,0.0071,1989,#N/A
5249,MIDR,Detroit River,42.3447,-83.1132,1,0.0133,1989,#N/A
5250,ONPO,Port Hope-Cobourg,43.997,-78.2551,1,0.0067,1989,#N/A
5251,NYFR,Dunkirk-Fredonia,42.4327,-79.2756,1,0.0274,1989,#N/A
5252,CABA,Bakersfield,35.4311,-118.9173,1,0.0115,1989,#N/A
5253,ILSP,Springfield,39.8,-89.65,1,0.0185,1989,#N/A
5254,ONWO,Woodhouse Township,42.8595,-80.2202,1,0.0112,1989,#N/A
5255,PABN,Bernville,40.4148,-76.1492,cw,0,1989,#N/A
5256,NCJL,Jordan Lake,35.695,-79.0433,cw,0,1989,#N/A
5257,OKST,Stillwater,36.1452,-97.1765,cw,0,1989,#N/A
5258,OHEF,East Fork Lake S.P.,38.9871,-84.0253,cw,0,1989,#N/A
5259,AZPO,Portal,31.9009,-109.1364,cw,0,1989,#N/A
5260,ILJO,Joliet,41.5113,-88.1244,cw,0,1989,#N/A
5261,NCGR,Greensboro,36.1163,-79.837,cw,0,1989,#N/A
5262,PAWL,Wild Creek-Little Gap,40.85,-75.4981,cw,0,1989,#N/A
5263,OHAC,Adams County,38.7953,-83.5461,cw,0,1989,#N/A
5264,CAPV,Peace Valley,39.1982,-121.8219,198187,3196.5645,1990,#N/A
5265,LACA,Catahoula N.W.R.,31.508,-92.0589,65688,1142.4,1990,#N/A
5266,CAST,Stockton,38.116,-121.3954,52425,436.875,1990,#N/A
5267,TX13,Laguna Atascosa N.W.R.,26.2333,-97.35,26485,338.4665,1990,#N/A
5268,CASM,Sacramento,38.6,-121.55,19202,96.3714,1990,#N/A
5269,CASS,Salton Sea (south),33.1579,-115.6132,15554,259.2333,1990,#N/A
5270,CALS,Los Baños,37.0612,-120.8849,15377,349.4773,1990,#N/A
5271,LACR,Creole,29.8159,-93.1113,12326,151.2393,1990,#N/A
5272,TXPA,Port Aransas,27.8502,-97.1,11515,125.5041,1990,#N/A
5273,CABE,Benicia,38.1143,-122.1094,8973,50.983,1990,#N/A
5274,DEBH,Bombay Hook N.W.R.,39.2152,-75.4822,7461,116.5781,1990,#N/A
5275,TXCY,Cypress Creek,29.9561,-95.89,7049,71.9286,1990,#N/A
5276,ORFG,Forest Grove,45.4851,-123.1269,6148,113.8519,1990,#N/A
5277,TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,5539,57.5481,1990,#N/A
5278,WASB,Skagit Bay,48.2973,-122.3879,4496,58.3896,1990,#N/A
5279,SCAB,Ace Basin,32.6126,-80.4813,4180,77.4074,1990,#N/A
5280,IDAF,American Falls Reservoir,42.9833,-112.7,4005,122.2901,1990,#N/A
5281,DECH,Cape Henlopen-Prime Hook,38.8072,-75.1878,3628,63.3712,1990,#N/A
5282,FLMI,Merritt Island N.W.R.,28.6171,-80.6815,3525,21.7593,1990,#N/A
5283,WABG,Bellingham,48.8112,-122.5629,3456,18.0942,1990,#N/A
5284,LASA,Sabine N.W.R.,29.8545,-93.3892,3337,17.6561,1990,#N/A
5285,WAPB,Padilla Bay,48.4834,-122.5667,3211,31.4804,1990,#N/A
5286,NCMA,Mattamuskeet N.W.R.,35.45,-76.1333,3202,75.3412,1990,#N/A
5287,CATO,Thousand Oaks,34.1489,-118.9699,3054,28.4093,1990,#N/A
5288,CACB,Centerville Beach to King Salmon,40.642,-124.2428,2943,20.6165,1990,#N/A
5289,CASH,Salton Sea (north),33.5179,-116.1031,2613,39.8931,1990,#N/A
5290,CASA,Santa Ana River Valley,33.9068,-117.4889,2381,40.3559,1990,#N/A
5291,CAOC,Orange County (coastal),33.6725,-117.9453,2329,11.645,1990,#N/A
5292,CAMC,Marin County (southern),37.9214,-122.5643,2043,6.2862,1990,#N/A
5293,UTSL,Salt Lake City,40.7695,-111.8884,2035,23.526,1990,#N/A
5294,ORDA,Dallas,44.8965,-123.3384,2025,29.8893,1990,#N/A
5295,TXAR,Aransas N.W.R.,28.2333,-96.8833,1950,17.0678,1990,#N/A
5296,NMRO,Roswell,33.397,-104.3983,1916,26.7972,1990,#N/A
5297,OREU,Eugene,44.0768,-123.179,1803,7.7548,1990,#N/A
5298,CACW,Caswell-Westley,37.6061,-121.174,1677,29.9464,1990,#N/A
5299,CAAR,Arcata,40.8653,-124.1565,1536,9.3091,1990,#N/A
5300,ORSU,Summer Lake,42.9731,-120.7778,1457,30.3542,1990,#N/A
5301,ORCO,Corvallis,44.5071,-123.2695,1360,11.3333,1990,#N/A
5302,UTFS,Fish Springs N.W.R.,39.8107,-113.399,1350,135,1990,#N/A
5303,CASL,San Jacinto Lake,33.8745,-117.1239,1287,11.2895,1990,#N/A
5304,ORSA,Salem,44.9437,-123.0388,1225,6.8627,1990,#N/A
5305,CA2L,Point Reyes Peninsula,38.1333,-122.8833,1187,3.6579,1990,#N/A
5306,VACI,Chincoteague N.W.R.,37.9672,-75.3669,1098,11.3196,1990,#N/A
5307,ORSI,Sauvie Island,45.7562,-122.8008,1061,13.9605,1990,#N/A
5308,NMLO,Loving,32.291,-104.0667,1010,42.5263,1990,#N/A
5309,TXBP,Bolivar Peninsula,29.5504,-94.4668,1003,11.3977,1990,#N/A
5310,CACC,Contra Costa County,37.9538,-121.9923,990,4.9749,1990,#N/A
5311,MXRC,"Rio Corona, Tamaulipas, Mexico",23.9333,-98.9333,960,15.4839,1990,#N/A
5312,TXFR,Freeport,29.0172,-95.3551,912,2.4682,1990,#N/A
5313,CAMD,Moss Landing,36.897,-121.7407,898,3.8213,1990,#N/A
5314,NCBP,Bodie-Pea Island,35.7824,-75.5458,800,9.8765,1990,#N/A
5315,TXBZ,Brazos Bend,29.3734,-95.6688,799,7.3303,1990,#N/A
5316,TXCT,Coastal Tip,26.0278,-97.2334,779,29.3962,1990,#N/A
5317,CARS,Rancho Santa Fe,33.0003,-117.1628,776,6.0625,1990,#N/A
5318,PAGL,Delaware County (Glenolden),39.8992,-75.3729,765,4.9117,1990,#N/A
5319,UTOG,Ogden,41.2198,-112.064,757,11.2985,1990,#N/A
5320,CAMR,Morro Bay,35.3,-120.7767,738,3.4729,1990,#N/A
5321,CABA,Bakersfield,35.4311,-118.9173,712,8.9842,1990,#N/A
5322,TXMI,Midland,31.95,-102.0333,546,9.75,1990,#N/A
5323,NCCH,Cape Hatteras,35.2188,-75.6067,490,6.1635,1990,#N/A
5324,NMLA,Lakes Avalon-Brantley,32.5661,-104.294,476,22.6667,1990,#N/A
5325,CASD,San Diego,32.6473,-117.117,437,2.5782,1990,#N/A
5326,NCOI,Ocracoke Island,35.15,-75.8833,435,8.8776,1990,#N/A
5327,NVFA,Fallon,39.3965,-118.773,433,9.6222,1990,#N/A
5328,NMCA,Caballo,32.953,-107.3122,426,6.871,1990,#N/A
5329,CACS,Crystal Springs,37.5184,-122.3751,422,1.9314,1990,#N/A
5330,NCPI,Portsmouth Island,35,-76.1167,418,16.72,1990,#N/A
5331,TXLU,Lubbock County,33.5849,-101.7925,408,9.3793,1990,#N/A
5332,OKTI,Tishomingo N.W.R.,34.1833,-96.65,400,17.7778,1990,#N/A
5333,CAPA,Palo Alto,37.4064,-122.1559,399,1.5709,1990,#N/A
5334,LAJB,Johnsons Bayou,29.801,-93.7149,382,5.9688,1990,#N/A
5335,LANO,New Orleans,30.0236,-89.9167,379,5.3759,1990,#N/A
5336,CAOA,Oakland,37.8146,-122.233,360,1.1538,1990,#N/A
5337,ORCE,Columbia Estuary,46.2192,-123.9461,359,7.1089,1990,#N/A
5338,MSSL,Sardis Lake,34.47,-89.7222,350,9.2105,1990,#N/A
5339,ORTB,Tillamook Bay,45.5167,-123.8833,330,3.3503,1990,#N/A
5340,CAWS,Western Sonoma County,38.3853,-123.0306,299,1.4639,1990,#N/A
5341,ALWH,Wheeler N.W.R.,34.6001,-86.8837,297,3,1990,#N/A
5342,TXST,San Antonio,29.3148,-98.608,296,1.8272,1990,#N/A
5343,WAOH,Oak Harbor,48.2646,-122.6805,289,4.4122,1990,#N/A
5344,NJNG,Northwestern Gloucester County,39.7727,-75.2442,270,2.9189,1990,#N/A
5345,ORFL,Florence,44.0334,-124.0667,263,4.5345,1990,#N/A
5346,NYSN,L.I.: Southern Nassau County,40.6298,-73.5907,259,1.2075,1990,#N/A
5347,IDSP,Sandpoint,48.2749,-116.5624,257,7.6716,1990,#N/A
5348,CALB,Long Beach-el Dorado,33.8533,-118.0908,253,2.1216,1990,#N/A
5349,TXSA,Santa Ana N.W.R.,26.1492,-98.1917,238,4.25,1990,#N/A
5350,LA0T,Crowley,30.2,-92.6,237,1.9668,1990,#N/A
5351,WATC,Tri-Cities,46.2357,-119.1805,235,3.5472,1990,#N/A
5352,TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,224,1.931,1990,#N/A
5353,WASJ,San Juan Islands Archipelago,48.5462,-123.013,223,2.6235,1990,#N/A
5354,ORCB,Coos Bay,43.3759,-124.2973,214,2.474,1990,#N/A
5355,TXFD,Falcon Dam and S.P.,26.4967,-99.0884,213,2.84,1990,#N/A
5356,NJLH,Lower Hudson,40.7751,-74.0009,208,1.0196,1990,#N/A
5357,MIAB,Anchor Bay,42.6273,-82.6647,205,1.8304,1990,#N/A
5358,MSAL,Arkabutla Lake,34.7624,-90.1306,202,4.8095,1990,#N/A
5359,NCPE,Pettigrew S.P.,35.7667,-76.45,200,7.6923,1990,#N/A
5360,CALU,La Purisima,34.6616,-120.5368,200,3.6036,1990,#N/A
5361,CAOV,Oceanside-Vista-Carlsbad,33.1903,-117.2796,193,1.4846,1990,#N/A
5362,ORYB,Yaquina Bay,44.5866,-124.0642,168,4.2532,1990,#N/A
5363,WAOL,Olympia,47.0722,-122.8533,161,0.8519,1990,#N/A
5364,AKAD,Adak,51.8833,-176.65,159,3.2121,1990,#N/A
5365,NMFA,Farmington,36.7833,-108.102,158,5.6429,1990,#N/A
5366,NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,154,3.6886,1990,#N/A
5367,NJOC,Oceanville,39.4422,-74.4605,150,1.6949,1990,#N/A
5368,LAPP,Pine Prairie,30.7643,-92.3765,147,1.6066,1990,#N/A
5369,CAAN,Año Nuevo,37.2147,-122.3182,141,1.0602,1990,#N/A
5370,MDSD,Southern Dorchester County,38.3617,-76.0371,138,1.2159,1990,#N/A
5371,MIMO,Monroe,41.8731,-83.4425,138,2.1479,1990,#N/A
5372,MDLK,Lower Kent County,39.1427,-76.1921,130,1.9048,1990,#N/A
5373,AZPR,Prescott,34.5419,-112.4701,124,1.1643,1990,#N/A
5374,CA0Z,Ventura,34.35,-119.25,122,0.9839,1990,#N/A
5375,LATR,Tensas River N.W.R.,32.2833,-91.3667,117,3.0588,1990,#N/A
5376,TXSN,Stanton,32.0833,-101.7,114,14.25,1990,#N/A
5377,WAGH,Grays Harbor,46.9667,-124.05,112,0.5657,1990,#N/A
5378,TXCC,Corpus Christi,27.8334,-97.5833,109,0.9397,1990,#N/A
5379,VACC,Cape Charles,37.1899,-75.941,109,1.0792,1990,#N/A
5380,AZNO,Nogales,31.4338,-110.9358,108,1.6552,1990,#N/A
5381,VAWI,Williamsburg,37.2792,-76.6987,105,1.1864,1990,#N/A
5382,MDJB,Jug Bay,38.7532,-76.6415,105,0.9396,1990,#N/A
5383,ILPM,Pere Marquette Park,38.9968,-90.6051,104,2.506,1990,#N/A
5384,WAPT,Port Townsend,48.05,-122.7333,102,1.5692,1990,#N/A
5385,TXSB,San Bernard N.W.R.,28.8667,-95.5667,97,0.6644,1990,#N/A
5386,CASJ,San Jose,37.4033,-121.8821,94,0.4114,1990,#N/A
5387,NJGS,Great Swamp-Watchung Ridges,40.6983,-74.4017,93,0.823,1990,#N/A
5388,CASR,Santa Rosa,38.4379,-122.7116,92,0.7683,1990,#N/A
5389,TXBS,Big Spring,32.2391,-101.4162,92,2.6286,1990,#N/A
5390,UTJR,Jordan River,40.4526,-111.9135,91,1.569,1990,#N/A
5391,NVRL,Ruby Lake,40.2,-115.5,89,3.7083,1990,#N/A
5392,FLSM,St. Marks,30.1536,-84.2227,89,0.7946,1990,#N/A
5393,NJBP,Belleplain,39.25,-74.9333,86,1.1701,1990,#N/A
5394,VABB,Back Bay N.W.R.,36.65,-76,86,0.7818,1990,#N/A
5395,VAFB,Fort Belvoir,38.709,-77.1939,85,0.457,1990,#N/A
5396,CADN,Del Norte County,41.8446,-124.1712,83,0.5321,1990,#N/A
5397,CASB,Santa Barbara,34.4512,-119.7627,83,0.2274,1990,#N/A
5398,TXSG,San Angelo,31.4439,-100.4823,80,1.5842,1990,#N/A
5399,ORME,Medford,42.4026,-122.8559,78,0.7647,1990,#N/A
5400,CATL,Tule Lake,41.9465,-121.539,75,2.2727,1990,#N/A
5401,AZMY,Martinez Lake-Yuma,32.8884,-114.4623,72,0.5294,1990,#N/A
5402,RISK,South Kingstown,41.4295,-71.5588,72,0.72,1990,#N/A
5403,COBO,Boulder,40.0256,-105.2725,67,0.2428,1990,#N/A
5404,TXBA,Balmorhea,30.9858,-103.7459,65,2,1990,#N/A
5405,WAKA,Kent-Auburn,47.3598,-122.1787,65,0.8025,1990,#N/A
5406,CALN,Lancaster,34.7043,-118.086,64,1.3196,1990,#N/A
5407,CODE,Denver,39.587,-105.143,63,0.3256,1990,#N/A
5408,DERE,Rehoboth,38.6035,-75.1073,63,0.6774,1990,#N/A
5409,TXGA,Galveston,29.3333,-94.8333,63,0.6176,1990,#N/A
5410,NYSM,L.I.: Smithtown,40.9133,-73.1386,62,1.181,1990,#N/A
5411,CAON,Orange County (northeastern),33.7145,-117.6776,61,0.2148,1990,#N/A
5412,MAMC,Mid-Cape Cod,41.7004,-70.3002,61,0.7439,1990,#N/A
5413,NJCC,Cumberland County,39.3325,-75.2004,61,0.337,1990,#N/A
5414,CAMS,Mount Shasta,41.5342,-122.4141,59,1.0351,1990,#N/A
5415,CAPP,Palos Verdes Peninsula,33.7723,-118.3279,58,0.4085,1990,#N/A
5416,LALA,Lafayette,30.1901,-92.1042,57,0.456,1990,#N/A
